Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Material - Core","Inductance","Tolerance","Current Rating (Amps)","Current - Saturation (Isat)","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Ratings","Operating Temperature","Inductance Frequency - Test","Mounting Type","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Features"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-17069-2-ND,445-17069-1-ND,445-17069-6-ND","MLZ1608N220LT000","TDK Corporation","TDK Corporation","FIXED IND 22UH 300MA 1.65OHM SMD","26,833","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","22 µH","±20%","190 mA","50mA","Shielded","1.65Ohm","-","-","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-MLZ1608N3R3LT000TR-ND,445-MLZ1608N3R3LT000CT-ND,445-MLZ1608N3R3LT000DKR-ND","MLZ1608N3R3LT000","TDK Corporation","TDK Corporation","FIXED IND 3.3UH 450MA 270MOHM SM","28,757","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","3.3 µH","±20%","450 mA","85mA","Shielded","270mOhm","-","-","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-6754-2-ND,445-6754-1-ND,445-6754-6-ND","MLZ1608N2R2LT000","TDK Corporation","TDK Corporation","FIXED IND 2.2UH 500MA 180MOHM SM","25,171","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","2.2 µH","±20%","500 mA","110mA","Shielded","180mOhm","-","120MHz","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-9286-2-ND,445-9286-1-ND,445-9286-6-ND","MLZ1608N4R7LT000","TDK Corporation","TDK Corporation","FIXED IND 4.7UH 400MA 320MOHM SM","16,750","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","4.7 µH","±20%","400 mA","80mA","Shielded","320mOhm","-","80MHz","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-MLZ1608N150LT000TR-ND,445-MLZ1608N150LT000CT-ND,445-MLZ1608N150LT000DKR-ND","MLZ1608N150LT000","TDK Corporation","TDK Corporation","FIXED IND 15UH 250MA 1.02OHM SMD","13,331","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","15 µH","±20%","250 mA","55mA","Shielded","1.02Ohm","-","-","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-MLZ1608N6R8LT000TR-ND,445-MLZ1608N6R8LT000CT-ND,445-MLZ1608N6R8LT000DKR-ND","MLZ1608N6R8LT000","TDK Corporation","TDK Corporation","FIXED IND 6.8UH 350MA 500MOHM SM","13,614","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","6.8 µH","±20%","350 mA","80mA","Shielded","500mOhm","-","-","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-6753-2-ND,445-6753-1-ND,445-6753-6-ND","MLZ1608N1R0LT000","TDK Corporation","TDK Corporation","FIXED IND 1UH 700MA 110 MOHM SMD","11,331","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","1 µH","±20%","700 mA","140mA","Shielded","110mOhm","-","170MHz","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-MLZ1608M6R8WT000TR-ND,445-MLZ1608M6R8WT000CT-ND,445-MLZ1608M6R8WT000DKR-ND","MLZ1608M6R8WT000","TDK Corporation","TDK Corporation","FIXED IND 6.8UH 300MA 740MOHM SM","6,260","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","6.8 µH","±20%","300 mA","100mA","Shielded","740mOhm","-","-","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-6384-2-ND,445-6384-1-ND,445-6384-6-ND","MLZ1608A1R0WT000","TDK Corporation","TDK Corporation","FIXED IND 1UH 600MA 150 MOHM SMD","10,516","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","1 µH","±20%","600 mA","190mA","Shielded","150mOhm","-","170MHz","-","-55°C ~ 125°C","10 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/632/0603-MLZ.jpg","445-181372-2-ND,445-181372-1-ND","MLZ1608M220WT000","TDK Corporation","TDK Corporation","FIXED IND 22UH 150MA 2.4 OHM SMD","11,817","0.14","0","1","Tape & Reel (TR),Cut Tape (CT)","MLZ","Active","Multilayer","Ferrite","22 µH","±20%","150 mA","55mA","Shielded","2.4Ohm","-","-","-","-55°C ~ 125°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-6219-2-ND,445-6219-1-ND,445-6219-6-ND","MLF1608A1R0MTA00","TDK Corporation","TDK Corporation","FIXED IND 1UH 50MA 500 MOHM SMD","6,295","0.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","1 µH","±20%","50 mA","-","Shielded","500mOhm Max","35 @ 10MHz","120MHz","-","-40°C ~ 85°C","10 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1025-2-ND,445-1025-1-ND,445-1025-6-ND","MLF1608E100KTD00","TDK Corporation","TDK Corporation","FIXED IND 10UH 10MA 1.7 OHM SMD","166,046","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","10 µH","±10%","10 mA","-","Shielded","1.7Ohm Max","30 @ 2MHz","30MHz","-","-40°C ~ 85°C","2 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1022-2-ND,445-1022-1-ND,445-1022-6-ND","MLF1608E5R6KTA00","TDK Corporation","TDK Corporation","FIXED IND 5.6UH 15MA 1.1 OHM SMD","63,787","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","5.6 µH","±10%","15 mA","-","Shielded","1.1Ohm Max","35 @ 4MHz","45MHz","-","-40°C ~ 85°C","4 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1011-2-ND,445-1011-1-ND,445-1011-6-ND","MLF1608DR47KTA00","TDK Corporation","TDK Corporation","FIXED IND 470NH 100MA 950MOHM SM","49,406","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","470 nH","±10%","100 mA","-","Shielded","950mOhm Max","15 @ 25MHz","190MHz","-","-40°C ~ 85°C","25 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1013-2-ND,445-1013-1-ND,445-1013-6-ND","MLF1608DR68KTA00","TDK Corporation","TDK Corporation","FIXED IND 680NH 70MA 1.25OHM SMD","28,420","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","680 nH","±10%","70 mA","-","Shielded","1.25Ohm Max","15 @ 25MHz","150MHz","-","-40°C ~ 85°C","25 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1021-2-ND,445-1021-1-ND,445-1021-6-ND","MLF1608A4R7KTA00","TDK Corporation","TDK Corporation","FIXED IND 4.7UH 30MA 1.6 OHM SMD","21,842","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","4.7 µH","±10%","30 mA","-","Shielded","1.6Ohm Max","35 @ 10MHz","55MHz","-","-40°C ~ 85°C","10 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1029-2-ND,445-1029-1-ND,445-1029-6-ND","MLF1608C220KTA00","TDK Corporation","TDK Corporation","FIXED IND 22UH 2MA 1.7 OHM SMD","16,988","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","22 µH","±10%","2 mA","-","Shielded","1.7Ohm Max","20 @ 1MHz","18MHz","-","-40°C ~ 85°C","1 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1019-2-ND,445-1019-1-ND,445-1019-6-ND","MLF1608A3R3KTA00","TDK Corporation","TDK Corporation","FIXED IND 3.3UH 30MA 1.3 OHM SMD","14,074","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","3.3 µH","±10%","30 mA","-","Shielded","1.3Ohm Max","35 @ 10MHz","65MHz","-","-40°C ~ 85°C","10 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1007-2-ND,445-1007-1-ND,445-1007-6-ND","MLF1608DR22KTA00","TDK Corporation","TDK Corporation","FIXED IND 220NH 150MA 550MOHM SM","19,950","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","220 nH","±10%","150 mA","-","Shielded","550mOhm Max","15 @ 25MHz","290MHz","-","-40°C ~ 85°C","25 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1018-2-ND,445-1018-1-ND,445-1018-6-ND","MLF1608A2R7KTA00","TDK Corporation","TDK Corporation","FIXED IND 2.7UH 30MA 1.15OHM SMD","20,107","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","2.7 µH","±10%","30 mA","-","Shielded","1.15Ohm Max","35 @ 10MHz","70MHz","-","-40°C ~ 85°C","10 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1023-2-ND,445-1023-1-ND,445-1023-6-ND","MLF1608E6R8KTA00","TDK Corporation","TDK Corporation","FIXED IND 6.8UH 15MA 1.3 OHM SMD","21,971","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","6.8 µH","±10%","15 mA","-","Shielded","1.3Ohm Max","35 @ 4MHz","40MHz","-","-40°C ~ 85°C","4 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1014-2-ND,445-1014-1-ND,445-1014-6-ND","MLF1608A1R2KTA00","TDK Corporation","TDK Corporation","FIXED IND 1.2UH 50MA 650MOHM SMD","6,540","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","1.2 µH","±10%","50 mA","-","Shielded","650mOhm Max","35 @ 10MHz","110MHz","-","-40°C ~ 85°C","10 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1024-2-ND,445-1024-1-ND,445-1024-6-ND","MLF1608E8R2KTA00","TDK Corporation","TDK Corporation","FIXED IND 8.2UH 10MA 1.5 OHM SMD","20,154","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","8.2 µH","±10%","10 mA","-","Shielded","1.5Ohm Max","35 @ 4MHz","35MHz","-","-40°C ~ 85°C","4 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1608_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/445_0603 (1608 metric).jpg","445-1031-2-ND,445-1031-1-ND,445-1031-6-ND","MLF1608C330KTD00","TDK Corporation","TDK Corporation","FIXED IND 33UH 2MA 2.2 OHM SMD","12,452","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","33 µH","±10%","2 mA","-","Shielded","2.2Ohm Max","20 @ 1MHz","10MHz","-","-40°C ~ 85°C","1 MHz","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.037"" (0.95mm)","-"
