Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Material - Core","Inductance","Tolerance","Current Rating (Amps)","Current - Saturation (Isat)","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Ratings","Operating Temperature","Inductance Frequency - Test","Mounting Type","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Features"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16280-2-ND,445-16280-1-ND,445-16280-6-ND","MLG1005S2N2BT000","TDK Corporation","TDK Corporation","FIXED IND 2.2NH 900MA 150MOHM SM","208,935","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","2.2 nH","±0.1nH","900 mA","-","Unshielded","150mOhm Max","7 @ 100MHz","7GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlf1005_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2123/MFG_MLF1005.jpg","445-15699-2-ND,445-15699-1-ND,445-15699-6-ND","MLF1005GR82KT000","TDK Corporation","TDK Corporation","FIXED IND 820NH 40MA 590MOHM SMD","26,855","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLF","Active","Multilayer","Ferrite","820 nH","±10%","40 mA","-","Shielded","590mOhm Max","30 @ 10MHz","130MHz","-","-40°C ~ 85°C","10 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_decoupling_mlz1005_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/569/0402-TDK.jpg","445-6381-2-ND,445-6381-1-ND,445-6381-6-ND","MLZ1005M2R2WT000","TDK Corporation","TDK Corporation","FIXED IND 2.2UH 350MA 550MOHM SM","86,295","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLZ","Active","Multilayer","Ferrite","2.2 µH","±20%","350 mA","60mA","Shielded","550mOhm","-","-","-","-55°C ~ 125°C","2 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_standard_mlj1005_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/719/MFG_MLJ1005W.jpg","445-180958-2-ND,445-180958-1-ND,445-180958-6-ND","MLJ1005WR56JT000","TDK Corporation","TDK Corporation","FIXED IND 560NH 250MA 1.4OHM SMD","44,523","0.27","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLJ","Active","Multilayer","Ferrite","560 nH","±5%","250 mA","200mA","Shielded","1.4Ohm Max","15 @ 25MHz","170MHz","-","-55°C ~ 125°C","25 MHz","Surface Mount","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3055-2-ND,445-3055-1-ND,445-3055-6-ND","MLG1005S6N8JT000","TDK Corporation","TDK Corporation","FIXED IND 6.8NH 600MA 250MOHM SM","55,263","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","6.8 nH","±5%","600 mA","-","Unshielded","250mOhm Max","8 @ 100MHz","3.5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3059-2-ND,445-3059-1-ND,445-3059-6-ND","MLG1005S10NJT000","TDK Corporation","TDK Corporation","FIXED IND 10NH 500MA 350MOHM SMD","34,750","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","10 nH","±5%","500 mA","-","Unshielded","350mOhm Max","8 @ 100MHz","2.5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3066-2-ND,445-3066-1-ND,445-3066-6-ND","MLG1005S39NJT000","TDK Corporation","TDK Corporation","FIXED IND 39NH 250MA 1 OHM SMD","38,889","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","39 nH","±5%","250 mA","-","Unshielded","1Ohm Max","8 @ 100MHz","1.2GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3051-2-ND,445-3051-1-ND,445-3051-6-ND","MLG1005S4N7ST000","TDK Corporation","TDK Corporation","FIXED IND 4.7NH 700MA 250MOHM SM","29,550","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","4.7 nH","±0.3nH","700 mA","-","Unshielded","250mOhm Max","8 @ 100MHz","4.5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3042-2-ND,445-3042-1-ND,445-3042-6-ND","MLG1005S2N0ST000","TDK Corporation","TDK Corporation","FIXED IND 2NH 900MA 150 MOHM SMD","25,442","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","2 nH","±0.3nH","900 mA","-","Unshielded","150mOhm Max","7 @ 100MHz","7.5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3047-2-ND,445-3047-1-ND,445-3047-6-ND","MLG1005S3N3ST000","TDK Corporation","TDK Corporation","FIXED IND 3.3NH 800MA 200MOHM SM","21,551","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","3.3 nH","±0.3nH","800 mA","-","Unshielded","200mOhm Max","8 @ 100MHz","5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3062-2-ND,445-3062-1-ND,445-3062-6-ND","MLG1005S18NJT000","TDK Corporation","TDK Corporation","FIXED IND 18NH 350MA 600MOHM SMD","28,793","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","18 nH","±5%","350 mA","-","Unshielded","600mOhm Max","8 @ 100MHz","2GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3071-2-ND,445-3071-1-ND,445-3071-6-ND","MLG1005SR10JT000","TDK Corporation","TDK Corporation","FIXED IND 100NH 200MA 2 OHM SMD","28,620","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","100 nH","±5%","200 mA","-","Unshielded","2Ohm Max","8 @ 100MHz","700MHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-6311-2-ND,445-6311-1-ND,445-6311-6-ND","MLG1005S24NJT000","TDK Corporation","TDK Corporation","FIXED IND 24NH 350MA 700MOHM SMD","36,721","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","24 nH","±5%","350 mA","-","Unshielded","700mOhm Max","8 @ 100MHz","1.7GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-6312-2-ND,445-6312-1-ND,445-6312-6-ND","MLG1005S30NJT000","TDK Corporation","TDK Corporation","FIXED IND 30NH 300MA 800MOHM SMD","40,631","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","30 nH","±5%","300 mA","-","Unshielded","800mOhm Max","8 @ 100MHz","1.5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3053-2-ND,445-3053-1-ND,445-3053-6-ND","MLG1005S5N6ST000","TDK Corporation","TDK Corporation","FIXED IND 5.6NH 600MA 250MOHM SM","20,148","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","5.6 nH","±0.3nH","600 mA","-","Unshielded","250mOhm Max","8 @ 100MHz","4GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-3067-2-ND,445-3067-1-ND,445-3067-6-ND","MLG1005S47NJT000","TDK Corporation","TDK Corporation","FIXED IND 47NH 250MA 1.2 OHM SMD","17,630","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","47 nH","±5%","250 mA","-","Unshielded","1.2Ohm Max","8 @ 100MHz","1.1GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-6306-2-ND,445-6306-1-ND,445-6306-6-ND","MLG1005S0N5CT000","TDK Corporation","TDK Corporation","FIXED IND 0.5NH 1A 100 MOHM SMD","21,561","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","0.5 nH","±0.2nH","1 A","-","Unshielded","100mOhm Max","-","10GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-6314-2-ND,445-6314-1-ND,445-6314-6-ND","MLG1005S43NJT000","TDK Corporation","TDK Corporation","FIXED IND 43NH 250MA 1.1 OHM SMD","15,492","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","43 nH","±5%","250 mA","-","Unshielded","1.1Ohm Max","8 @ 100MHz","1.2GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-6323-2-ND,445-6323-1-ND,445-6323-6-ND","MLG1005SR24JT000","TDK Corporation","TDK Corporation","FIXED IND 240NH 100MA 4.8OHM SMD","42,200","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","240 nH","±5%","100 mA","-","Unshielded","4.8Ohm Max","8 @ 100MHz","400MHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-172447-2-ND,445-172447-1-ND,445-172447-6-ND","MLG1005S2N2CT000","TDK Corporation","TDK Corporation","FIXED IND 2.2NH 900MA 150MOHM SM","19,612","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","2.2 nH","±0.2nH","900 mA","-","Unshielded","150mOhm Max","7 @ 100MHz","7GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16270-2-ND,445-16270-1-ND,445-16270-6-ND","MLG1005S1N8BT000","TDK Corporation","TDK Corporation","FIXED IND 1.8NH 900MA 150MOHM SM","69,379","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","1.8 nH","±0.1nH","900 mA","-","Unshielded","150mOhm Max","7 @ 100MHz","8GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-MLG1005S22NHT000TR-ND,445-MLG1005S22NHT000CT-ND,445-MLG1005S22NHT000DKR-ND","MLG1005S22NHT000","TDK Corporation","TDK Corporation","FIXED IND 22NH 350MA 700MOHM SMD","56,969","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","22 nH","±3%","350 mA","-","Unshielded","700mOhm Max","8 @ 100MHz","1.7GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16231-2-ND,445-16231-1-ND,445-16231-6-ND","MLG1005S0N3BT000","TDK Corporation","TDK Corporation","FIXED IND 0.3NH 1A 100 MOHM SMD","27,435","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","0.3 nH","±0.1nH","1 A","-","Unshielded","100mOhm Max","-","10GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16235-2-ND,445-16235-1-ND,445-16235-6-ND","MLG1005S0N5BT000","TDK Corporation","TDK Corporation","FIXED IND 0.5NH 1A 100 MOHM SMD","43,821","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","0.5 nH","±0.1nH","1 A","-","Unshielded","100mOhm Max","-","10GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16237-2-ND,445-16237-1-ND,445-16237-6-ND","MLG1005S0N6BT000","TDK Corporation","TDK Corporation","FIXED IND 0.6NH 1A 100 MOHM SMD","29,173","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","0.6 nH","±0.1nH","1 A","-","Unshielded","100mOhm Max","-","10GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16241-2-ND,445-16241-1-ND,445-16241-6-ND","MLG1005S0N8BT000","TDK Corporation","TDK Corporation","FIXED IND 0.8NH 1A 100 MOHM SMD","28,405","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","0.8 nH","±0.1nH","1 A","-","Unshielded","100mOhm Max","-","10GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16252-2-ND,445-16252-1-ND,445-16252-6-ND","MLG1005S1N0BT000","TDK Corporation","TDK Corporation","FIXED IND 1NH 1A 100 MOHM SMD","27,528","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","1 nH","±0.1nH","1 A","-","Unshielded","100mOhm Max","7 @ 100MHz","10GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16286-2-ND,445-16286-1-ND,445-16286-6-ND","MLG1005S2N7BT000","TDK Corporation","TDK Corporation","FIXED IND 2.7NH 800MA 150MOHM SM","21,627","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","2.7 nH","±0.1nH","800 mA","-","Unshielded","150mOhm Max","7 @ 100MHz","6GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16293-2-ND,445-16293-1-ND,445-16293-6-ND","MLG1005S3N0BT000","TDK Corporation","TDK Corporation","FIXED IND 3NH 800MA 200 MOHM SMD","15,215","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","3 nH","±0.1nH","800 mA","-","Unshielded","200mOhm Max","7 @ 100MHz","5.5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_automotive_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16329-2-ND,445-16329-1-ND,445-16329-6-ND","MLG1005SR18JTD25","TDK Corporation","TDK Corporation","FIXED IND 180NH 150MA 3.8OHM SMD","28,603","0.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","180 nH","±5%","150 mA","-","Unshielded","3.8Ohm Max","8 @ 100MHz","500MHz","AEC-Q200","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_automotive_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16236-2-ND,445-16236-1-ND,445-16236-6-ND","MLG1005S0N5BTD25","TDK Corporation","TDK Corporation","FIXED IND 0.5NH 1A 100 MOHM SMD","21,121","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","0.5 nH","±0.1nH","1 A","-","Unshielded","100mOhm Max","-","10GHz","AEC-Q200","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_automotive_high-frequency_mlg1005s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/445_M-SERIES.jpg","445-16238-2-ND,445-16238-1-ND,445-16238-6-ND","MLG1005S0N6BTD25","TDK Corporation","TDK Corporation","FIXED IND 0.6NH 1A 100 MOHM SMD","26,595","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","0.6 nH","±0.1nH","1 A","-","Unshielded","100mOhm Max","-","10GHz","AEC-Q200","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.022"" (0.55mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq1005p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-172424-2-ND,445-172424-1-ND,445-172424-6-ND","MHQ1005P3N9CT000","TDK Corporation","TDK Corporation","FIXED IND 3.9NH 900MA 90MOHM SMD","16,569","0.17","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","3.9 nH","±0.2nH","900 mA","-","Unshielded","90mOhm Max","23 @ 250MHz","5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0402 (1005 Metric)","0402 (1005 Metric)","0.039"" L x 0.024"" W (1.00mm x 0.60mm)","0.024"" (0.60mm)","-"
