Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR60J107ME15-01A.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5447/490-Ceramic-Capacitor-Tan-Field.jpg","490-GRM21BR60J107ME15KTR-ND,490-GRM21BR60J107ME15KCT-ND,490-GRM21BR60J107ME15KDKR-ND","GRM21BR60J107ME15K","Murata Electronics","Murata Electronics","CAP CER 100UF 6.3V X5R 0805","50,977","1.06","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GRM","Active","100 µF","±20%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
"https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR60J107ME15-01.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5447/490-Ceramic-Capacitor-Tan-Field.jpg","490-13981-2-ND,490-13981-1-ND,490-13981-6-ND","GRM21BR60J107ME15L","Murata Electronics","Murata Electronics","CAP CER 100UF 6.3V X5R 0805","439,359","1.17","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","GRM","Active","100 µF","±20%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.057"" (1.45mm)","-","-"
